Date,Description,Amount,Category,Type
2024-10-16,AMAZON PRIME,1432.97,,Debit
2024-05-04,MCDONALDS,498.65,,Debit
2025-06-08,BONUS CREDIT,1453.29,,Credit
2025-07-15,RAPIDO,204.2,,Debit
2024-08-23,UDEMY COURSE,884.65,,Debit
2025-03-07,PVR CINEMAS,428.84,,Debit
2025-04-19,UDEMY COURSE,1298.38,,Debit
2025-03-28,AMAZON.COM,7724.8,,Debit
2025-06-01,MYNTRA,718.88,,Debit
2025-02-09,SPOTIFY,280.99,,Debit
2025-01-31,ELECTRICITY BILL,789.06,,Debit
2025-05-27,PETROL PUMP,4243.72,,Debit
2025-08-13,INTERNET BILL,672.46,,Debit
2025-04-20,APOLLO PHARMACY,772.75,,Debit
2024-05-15,MEDPLUS,108.38,,Debit
2025-09-11,PVR CINEMAS,1676.54,,Debit
2025-02-24,SWIGGY,182.86,,Debit
2025-12-01,UBER,458.36,,Debit
2025-07-21,GAS CYLINDER,1469.43,,Debit
2024-03-18,MCDONALDS,558.7,,Debit
2024-03-28,SALARY CREDIT,66052.34,,Credit
2025-07-09,APOLLO PHARMACY,2465.6,,Debit
2025-08-25,GYM MEMBERSHIP,1560.63,,Debit
2025-10-21,ELECTRICITY BILL,728.95,,Debit
2025-08-04,LOCAL RESTAURANT,1670.82,,Debit
2024-06-21,FREELANCE PAYMENT,18959.16,,Credit
2024-04-29,FREELANCE PAYMENT,11550.56,,Credit
2024-07-05,GYM MEMBERSHIP,1508.12,,Debit
2024-10-28,RAPIDO,250.05,,Debit
2024-06-01,UBER,597.16,,Debit
2024-01-07,MCDONALDS,747.94,,Debit
2025-05-06,DOMINOS PIZZA,423.87,,Debit
2024-10-23,GYM MEMBERSHIP,511.77,,Debit
2025-02-02,GYM MEMBERSHIP,1704.51,,Debit
2025-11-07,MYNTRA,1526.61,,Debit
2024-02-04,RENT,9412.98,,Debit
2025-08-09,CASHBACK CREDIT,347.77,,Credit
2025-12-07,CASHBACK CREDIT,1321.1,,Credit
2025-01-22,FLIPKART,920.48,,Debit
2024-03-16,APOLLO PHARMACY,617.98,,Debit
2024-09-20,UDEMY COURSE,1037.57,,Debit
2025-09-17,APOLLO PHARMACY,2625.19,,Debit
2024-07-16,APOLLO PHARMACY,2485.37,,Debit
2025-04-27,STARBUCKS,202.71,,Debit
2025-05-17,UBER,196.74,,Debit
2024-04-27,FREELANCE PAYMENT,23047.85,,Credit
2025-10-04,PVR CINEMAS,1152.26,,Debit
2025-04-12,GAS CYLINDER,1482.22,,Debit
2025-10-16,BOOKMYSHOW,1326.49,,Debit
2024-09-04,SPOTIFY,197.4,,Debit
2025-08-19,AMAZON.COM,3458.16,,Debit
2025-10-29,WATER BILL,408.49,,Debit
2024-12-16,YOUTUBE PREMIUM,177.44,,Debit
2024-02-02,FLIPKART,1802.47,,Debit
2024-11-05,FLIPKART,4061.01,,Debit
2024-11-24,YOUTUBE PREMIUM,216.41,,Debit
2024-05-25,LOCAL RESTAURANT,1606.1,,Debit
2025-02-26,BONUS CREDIT,602.53,,Credit
2024-03-07,ELECTRICITY BILL,1631.17,,Debit
2024-02-11,LOCAL RESTAURANT,1796.0,,Debit
2025-02-22,RAPIDO,492.26,,Debit
2024-02-17,RAPIDO,313.12,,Debit
2025-05-11,UBER,1453.46,,Debit
2024-05-11,BONUS CREDIT,742.7,,Credit
2024-03-26,FREELANCE PAYMENT,14734.01,,Credit
2024-05-29,LOCAL RESTAURANT,1224.9,,Debit
2025-02-28,FREELANCE PAYMENT,15824.17,,Credit
2025-12-06,FREELANCE PAYMENT,10846.25,,Credit
2024-07-07,STARBUCKS,861.76,,Debit
2024-04-08,UBER,445.11,,Debit
2024-10-06,APOLLO PHARMACY,2105.46,,Debit
2024-04-09,UDEMY COURSE,595.58,,Debit
2024-05-28,APOLLO PHARMACY,1734.58,,Debit
2025-09-15,WATER BILL,719.74,,Debit
2024-10-16,DOMINOS PIZZA,791.48,,Debit
2025-04-29,SWIGGY,213.49,,Debit
2024-10-18,RENT,10551.3,,Debit
2024-03-29,LOCAL RESTAURANT,1290.36,,Debit
2025-05-09,CASHBACK CREDIT,240.83,,Credit
2024-07-24,STARBUCKS,666.8,,Debit
2025-09-28,GYM MEMBERSHIP,544.15,,Debit
2025-03-19,BONUS CREDIT,1046.52,,Credit
2025-04-17,YOUTUBE PREMIUM,339.98,,Debit
2024-05-02,MCDONALDS,683.49,,Debit
2025-04-04,SWIGGY,771.29,,Debit
2025-03-01,PETROL PUMP,2719.41,,Debit
2025-02-16,INTEREST CREDIT,305.44,,Credit
2024-09-04,MYNTRA,1748.77,,Debit
2025-02-06,APOLLO PHARMACY,2536.78,,Debit
2025-06-10,PVR CINEMAS,1942.37,,Debit
2025-06-14,MYNTRA,1017.72,,Debit
2024-08-18,INTERNET BILL,963.3,,Debit
2025-10-27,FREELANCE PAYMENT,5302.51,,Credit
2025-06-12,INTERNET BILL,1277.78,,Debit
2025-09-15,MYNTRA,300.61,,Debit
2024-08-23,STARBUCKS,897.21,,Debit
2024-04-25,SWIGGY,634.3,,Debit
2024-07-28,YOUTUBE PREMIUM,395.95,,Debit
2025-04-24,PVR CINEMAS,1721.3,,Debit
2024-10-16,DMART,5178.77,,Debit
2025-03-11,BOOKMYSHOW,1041.19,,Debit
2025-04-19,OLA CABS,1307.41,,Debit
2025-10-01,PVR CINEMAS,430.59,,Debit
2024-01-31,BOOKMYSHOW,602.94,,Debit
2024-10-26,PETROL PUMP,3726.8,,Debit
2024-09-18,NETFLIX,843.53,,Debit
2025-07-15,RAPIDO,293.73,,Debit
2025-03-02,SWIGGY,498.51,,Debit
2024-12-01,ELECTRICITY BILL,1051.09,,Debit
2025-08-19,BONUS CREDIT,731.77,,Credit
2024-09-11,APOLLO PHARMACY,198.79,,Debit
2024-01-07,ZOMATO,678.22,,Debit
2024-07-29,STARBUCKS,603.64,,Debit
2025-08-07,SALARY CREDIT,56561.47,,Credit
2025-02-28,YOUTUBE PREMIUM,366.61,,Debit
2024-06-09,YOUTUBE PREMIUM,262.04,,Debit
2024-06-24,UDEMY COURSE,1737.17,,Debit
2025-04-01,NETFLIX,294.32,,Debit
2025-07-02,NETFLIX,874.0,,Debit
2025-08-30,ELECTRICITY BILL,1411.98,,Debit
2024-07-07,LOCAL RESTAURANT,1597.82,,Debit
2025-05-11,ELECTRICITY BILL,808.49,,Debit
2025-05-06,YOUTUBE PREMIUM,393.63,,Debit
2024-10-01,YOUTUBE PREMIUM,269.44,,Debit
2024-12-27,STARBUCKS,817.92,,Debit
2024-10-16,SWIGGY,484.19,,Debit
2025-05-24,AMAZON.COM,8889.13,,Debit
2025-02-09,FLIPKART,4692.3,,Debit
2024-05-25,APOLLO PHARMACY,1653.66,,Debit
2025-11-07,UDEMY COURSE,583.92,,Debit
2024-06-28,FREELANCE PAYMENT,11593.41,,Credit
2025-08-25,RAPIDO,559.59,,Debit
2025-09-06,INTEREST CREDIT,698.73,,Credit
2025-09-29,OLA CABS,361.74,,Debit
2024-11-02,MCDONALDS,600.82,,Debit
2025-03-14,INTERNET BILL,1270.26,,Debit
2025-09-23,RENT,8749.17,,Debit
2024-03-12,MEDPLUS,1993.85,,Debit
2024-12-01,FREELANCE PAYMENT,8051.51,,Credit
2024-04-18,CASHBACK CREDIT,715.05,,Credit
2025-03-14,NETFLIX,956.46,,Debit
2024-07-29,MEDPLUS,2297.39,,Debit
2024-08-04,AMAZON.COM,9772.33,,Debit
2024-05-29,FREELANCE PAYMENT,10875.52,,Credit
2025-04-28,GYM MEMBERSHIP,2514.49,,Debit
2024-12-22,FLIPKART,9372.9,,Debit
2025-06-06,BONUS CREDIT,1169.2,,Credit
2024-10-23,NETFLIX,866.87,,Debit
2024-05-07,GAS CYLINDER,1494.1,,Debit
2024-01-17,SWIGGY,1073.91,,Debit
2025-03-27,STARBUCKS,980.42,,Debit
2024-08-19,DMART,626.16,,Debit
2024-09-27,MOBILE RECHARGE,221.86,,Debit
2024-08-07,MOBILE RECHARGE,997.6,,Debit
2024-02-27,NETFLIX,464.72,,Debit
2024-01-30,UBER,1221.42,,Debit
2025-01-12,INTEREST CREDIT,1158.69,,Credit
2024-01-22,SWIGGY,861.28,,Debit
2025-03-13,BOOKMYSHOW,1181.48,,Debit
2025-10-13,GAS CYLINDER,867.54,,Debit
2024-07-02,RAPIDO,169.09,,Debit
2024-11-05,INTERNET BILL,644.54,,Debit
2024-05-30,SPOTIFY,126.72,,Debit
2024-02-21,LOCAL RESTAURANT,1954.54,,Debit
2024-08-28,SALARY CREDIT,49628.82,,Credit
2025-04-03,UDEMY COURSE,1571.96,,Debit
2024-09-01,ZOMATO,420.93,,Debit
2025-11-12,UBER,625.64,,Debit
2025-03-28,AMAZON.COM,8230.77,,Debit
2025-05-03,NETFLIX,628.29,,Debit
2024-11-02,ELECTRICITY BILL,2128.78,,Debit
2024-09-19,LOCAL RESTAURANT,592.1,,Debit
2025-06-13,WATER BILL,591.54,,Debit
2024-09-19,ZOMATO,1051.59,,Debit
2024-12-23,MOBILE RECHARGE,206.98,,Debit
2025-08-22,GAS CYLINDER,1436.74,,Debit
2025-05-20,CASHBACK CREDIT,1317.25,,Credit
2024-11-14,WATER BILL,532.66,,Debit
2024-11-17,SWIGGY,896.87,,Debit
2025-10-23,DOMINOS PIZZA,597.17,,Debit
2024-02-01,INTEREST CREDIT,1419.88,,Credit
2025-01-06,PVR CINEMAS,981.44,,Debit
2024-12-29,APOLLO PHARMACY,934.29,,Debit
2024-04-24,INTEREST CREDIT,1401.58,,Credit
2024-06-17,MEDPLUS,614.64,,Debit
2025-10-23,STARBUCKS,922.76,,Debit
2024-11-26,AMAZON.COM,7799.62,,Debit
2024-08-08,DMART,3538.07,,Debit
2024-02-10,AMAZON PRIME,701.16,,Debit
2024-09-24,PETROL PUMP,4410.83,,Debit
2024-11-04,GYM MEMBERSHIP,920.21,,Debit
2024-05-20,MCDONALDS,542.62,,Debit
2025-08-19,AMAZON PRIME,792.58,,Debit
2024-09-21,BONUS CREDIT,1068.94,,Credit
2025-02-21,GAS CYLINDER,1339.08,,Debit
2024-09-09,LOCAL RESTAURANT,1622.23,,Debit
2025-09-14,WATER BILL,216.8,,Debit
2025-01-19,FREELANCE PAYMENT,17525.83,,Credit
2024-12-04,RAPIDO,791.84,,Debit
2025-10-16,MOBILE RECHARGE,997.08,,Debit
2024-10-01,INTEREST CREDIT,261.07,,Credit
2024-01-06,APOLLO PHARMACY,1204.39,,Debit
2024-07-10,GYM MEMBERSHIP,1246.91,,Debit
2025-03-01,STARBUCKS,539.06,,Debit
2024-07-15,BONUS CREDIT,1723.9,,Credit
2025-07-04,SPOTIFY,210.03,,Debit
2024-10-10,PETROL PUMP,1045.35,,Debit
2024-12-14,GYM MEMBERSHIP,1341.18,,Debit
2025-08-01,LOCAL RESTAURANT,524.48,,Debit
2025-03-31,OLA CABS,264.83,,Debit
2024-03-29,CASHBACK CREDIT,375.96,,Credit
2024-04-17,PVR CINEMAS,297.96,,Debit
2024-02-09,GYM MEMBERSHIP,2065.25,,Debit
2024-10-11,DOMINOS PIZZA,232.26,,Debit
2024-10-05,FREELANCE PAYMENT,11711.53,,Credit
2025-09-05,PETROL PUMP,4566.27,,Debit
2024-05-01,OLA CABS,679.06,,Debit
2025-10-08,AMAZON PRIME,1243.7,,Debit
2024-09-04,MCDONALDS,331.69,,Debit
2025-01-20,AMAZON.COM,3440.48,,Debit
2024-05-02,DOMINOS PIZZA,214.27,,Debit
2025-09-28,DMART,401.89,,Debit
2025-10-08,BONUS CREDIT,374.47,,Credit
2025-04-08,INTERNET BILL,631.01,,Debit
2025-07-20,MCDONALDS,786.0,,Debit
2024-10-17,INTERNET BILL,1049.63,,Debit
2024-10-30,ELECTRICITY BILL,1262.87,,Debit
2024-06-05,APOLLO PHARMACY,2755.39,,Debit
2024-07-01,DOMINOS PIZZA,926.21,,Debit
2024-07-03,FLIPKART,939.05,,Debit
2025-11-24,OLA CABS,347.74,,Debit
2025-05-16,AMAZON PRIME,328.12,,Debit
2025-07-17,MOBILE RECHARGE,606.2,,Debit
2025-09-10,APOLLO PHARMACY,1721.06,,Debit
2024-02-14,CASHBACK CREDIT,592.44,,Credit
2025-02-26,DOMINOS PIZZA,249.55,,Debit
2024-06-12,DMART,1373.83,,Debit
2024-09-05,ZOMATO,810.65,,Debit
2024-04-13,UDEMY COURSE,628.76,,Debit
2024-01-29,ZOMATO,705.0,,Debit
2024-12-25,INTERNET BILL,807.17,,Debit
2025-09-29,DOMINOS PIZZA,292.19,,Debit
2025-06-24,LOCAL RESTAURANT,1567.68,,Debit
2025-03-06,OLA CABS,1202.75,,Debit
2024-12-14,UDEMY COURSE,1922.11,,Debit
2024-01-25,GYM MEMBERSHIP,1444.63,,Debit
2024-05-06,PETROL PUMP,1509.47,,Debit
2024-06-18,SPOTIFY,130.62,,Debit
2024-02-15,UDEMY COURSE,132.74,,Debit
2025-08-08,OLA CABS,175.49,,Debit
2025-07-18,INTERNET BILL,855.54,,Debit
2025-05-05,MEDPLUS,318.12,,Debit
2025-05-28,MEDPLUS,893.55,,Debit
2024-06-29,MEDPLUS,808.85,,Debit
2025-12-23,ELECTRICITY BILL,1118.81,,Debit
2024-02-10,PVR CINEMAS,636.51,,Debit
2025-10-19,UDEMY COURSE,1413.77,,Debit
2024-01-26,AMAZON.COM,7255.96,,Debit
2025-08-17,RAPIDO,69.07,,Debit
2024-05-01,UBER,1294.47,,Debit
2024-05-02,AMAZON.COM,532.95,,Debit
2025-09-28,SALARY CREDIT,53371.56,,Credit
2025-08-09,OLA CABS,963.31,,Debit
2025-10-26,INTERNET BILL,720.58,,Debit
2024-04-02,MOBILE RECHARGE,588.93,,Debit
2024-04-22,FREELANCE PAYMENT,8599.47,,Credit
2025-01-31,LOCAL RESTAURANT,992.61,,Debit
2025-12-03,APOLLO PHARMACY,1381.84,,Debit
2024-09-18,FREELANCE PAYMENT,20017.14,,Credit
2024-06-26,RAPIDO,171.19,,Debit
2025-05-02,RAPIDO,506.58,,Debit
2024-09-19,ELECTRICITY BILL,589.97,,Debit
2024-05-12,MEDPLUS,1871.27,,Debit
2024-08-20,MYNTRA,755.35,,Debit
2024-07-10,UDEMY COURSE,1254.51,,Debit
2025-06-13,INTERNET BILL,1389.35,,Debit
2024-03-10,WATER BILL,617.03,,Debit
2025-05-28,INTEREST CREDIT,1121.27,,Credit
2024-03-11,SPOTIFY,175.34,,Debit
2024-03-18,BOOKMYSHOW,1093.63,,Debit
2025-07-21,ELECTRICITY BILL,583.56,,Debit
2024-11-26,OLA CABS,1386.29,,Debit
2024-03-27,SALARY CREDIT,54570.87,,Credit
2024-02-17,FLIPKART,9758.54,,Debit
2024-09-15,CASHBACK CREDIT,1265.04,,Credit
2024-09-23,INTEREST CREDIT,1397.46,,Credit
2025-09-09,APOLLO PHARMACY,648.57,,Debit
2024-09-18,DOMINOS PIZZA,1135.43,,Debit
2025-08-15,PETROL PUMP,1482.05,,Debit
2024-04-11,MCDONALDS,467.85,,Debit
2025-10-15,ELECTRICITY BILL,2173.78,,Debit
2024-04-13,SALARY CREDIT,60627.59,,Credit
2024-08-23,ZOMATO,663.0,,Debit
2024-11-29,MOBILE RECHARGE,475.89,,Debit
2024-08-22,SWIGGY,300.49,,Debit
2024-11-03,GYM MEMBERSHIP,1666.9,,Debit
2024-11-03,SALARY CREDIT,58976.93,,Credit
2025-08-24,DOMINOS PIZZA,1050.08,,Debit
2024-09-01,ELECTRICITY BILL,883.56,,Debit
2025-09-16,ELECTRICITY BILL,1250.12,,Debit
2025-03-07,PVR CINEMAS,642.21,,Debit
2024-08-21,INTEREST CREDIT,324.05,,Credit
2025-02-09,GAS CYLINDER,954.02,,Debit
2025-01-29,BONUS CREDIT,494.55,,Credit
2024-11-19,INTERNET BILL,829.66,,Debit
2024-08-07,CASHBACK CREDIT,130.12,,Credit
2025-08-13,FLIPKART,1433.71,,Debit
2025-11-11,YOUTUBE PREMIUM,251.83,,Debit
2024-06-30,SPOTIFY,144.5,,Debit
2025-03-29,MEDPLUS,1985.53,,Debit
2024-08-05,AMAZON.COM,9761.66,,Debit
2024-01-06,UDEMY COURSE,317.84,,Debit
2024-08-01,YOUTUBE PREMIUM,270.2,,Debit
2025-08-17,BONUS CREDIT,570.62,,Credit
2025-10-26,PVR CINEMAS,885.0,,Debit
2025-05-13,MYNTRA,903.14,,Debit
2025-04-26,DMART,6654.67,,Debit
2025-09-04,AMAZON PRIME,1464.13,,Debit
2025-11-17,ELECTRICITY BILL,1893.03,,Debit
2024-02-13,OLA CABS,555.26,,Debit
2025-10-13,PVR CINEMAS,1244.79,,Debit
2024-10-26,MYNTRA,258.88,,Debit
2024-01-04,PVR CINEMAS,299.9,,Debit
2025-01-31,RENT,9568.19,,Debit
2024-03-31,WATER BILL,914.84,,Debit
2024-07-07,FLIPKART,7904.51,,Debit
2024-02-10,AMAZON PRIME,520.21,,Debit
2024-02-05,OLA CABS,714.35,,Debit
2024-09-07,MEDPLUS,2364.68,,Debit
2024-05-29,PETROL PUMP,1935.47,,Debit
2024-03-04,AMAZON PRIME,1309.1,,Debit
2024-04-02,BONUS CREDIT,602.78,,Credit
2024-11-28,AMAZON.COM,1229.25,,Debit
2024-06-29,ZOMATO,590.16,,Debit
2024-01-20,MOBILE RECHARGE,769.42,,Debit
2025-02-02,INTEREST CREDIT,1010.52,,Credit
2025-02-27,BOOKMYSHOW,1000.66,,Debit
2025-07-08,DMART,4091.13,,Debit
2024-04-07,NETFLIX,751.94,,Debit
2024-01-04,ZOMATO,271.73,,Debit
2025-01-28,FLIPKART,3052.25,,Debit
2025-01-07,MEDPLUS,784.57,,Debit
2024-07-12,YOUTUBE PREMIUM,364.83,,Debit
2025-01-14,NETFLIX,526.92,,Debit
2025-11-17,MCDONALDS,256.44,,Debit
2024-10-22,LOCAL RESTAURANT,1720.06,,Debit
2025-01-27,INTERNET BILL,720.03,,Debit
2025-11-19,INTERNET BILL,565.54,,Debit
2025-11-27,STARBUCKS,455.58,,Debit
2025-06-18,INTERNET BILL,916.52,,Debit
2024-12-12,GYM MEMBERSHIP,1816.94,,Debit
2024-05-04,SPOTIFY,151.98,,Debit
2024-04-22,UDEMY COURSE,1700.7,,Debit
2024-11-13,MYNTRA,1773.53,,Debit
2025-11-30,APOLLO PHARMACY,917.11,,Debit
2025-02-09,FLIPKART,357.03,,Debit
2024-04-24,FLIPKART,5051.83,,Debit
2024-11-14,DMART,6577.68,,Debit
2024-06-19,MEDPLUS,399.1,,Debit
2024-03-31,UBER,685.42,,Debit
2025-12-12,STARBUCKS,267.44,,Debit
2024-04-09,SALARY CREDIT,61687.44,,Credit
2025-10-13,YOUTUBE PREMIUM,363.36,,Debit
2025-10-27,SPOTIFY,178.88,,Debit
2025-11-08,BONUS CREDIT,681.53,,Credit
2024-08-19,BOOKMYSHOW,547.91,,Debit
2024-12-08,AMAZON PRIME,1254.21,,Debit
2025-04-13,AMAZON PRIME,530.31,,Debit
2025-01-05,PETROL PUMP,4849.32,,Debit
2025-06-26,PETROL PUMP,3512.06,,Debit
2024-07-23,MOBILE RECHARGE,463.04,,Debit
2025-10-13,MCDONALDS,174.32,,Debit
2025-10-17,MCDONALDS,440.86,,Debit
2025-08-12,MYNTRA,393.34,,Debit
2025-12-11,SALARY CREDIT,56161.04,,Credit
2025-10-21,AMAZON PRIME,1007.4,,Debit
2025-04-16,BOOKMYSHOW,1472.24,,Debit
2025-02-19,BOOKMYSHOW,1004.91,,Debit
2025-12-15,DOMINOS PIZZA,642.8,,Debit
2025-08-05,DMART,1167.74,,Debit
2024-09-04,UBER,121.74,,Debit
2024-12-30,AMAZON PRIME,306.49,,Debit
2025-02-15,ELECTRICITY BILL,2312.07,,Debit
2025-12-05,APOLLO PHARMACY,174.78,,Debit
2025-07-06,RENT,10193.61,,Debit
2025-06-12,FLIPKART,6037.04,,Debit
2025-10-30,PETROL PUMP,1302.09,,Debit
2024-10-03,APOLLO PHARMACY,1071.84,,Debit
2024-02-08,FREELANCE PAYMENT,10721.15,,Credit
2025-07-31,WATER BILL,988.92,,Debit
2024-05-10,LOCAL RESTAURANT,826.76,,Debit
2025-03-24,ELECTRICITY BILL,2158.01,,Debit
2025-11-22,FREELANCE PAYMENT,8417.64,,Credit
2025-10-25,DOMINOS PIZZA,539.73,,Debit
2025-07-22,MEDPLUS,2974.72,,Debit
2024-07-06,PVR CINEMAS,1947.74,,Debit
2025-04-24,INTERNET BILL,560.34,,Debit
2024-10-15,CASHBACK CREDIT,236.47,,Credit
2025-02-25,DMART,1483.63,,Debit
2025-08-28,GYM MEMBERSHIP,1913.64,,Debit
2024-11-22,INTERNET BILL,1433.48,,Debit
2024-10-26,UBER,977.02,,Debit
2024-10-28,SALARY CREDIT,52920.12,,Credit
2025-09-24,MOBILE RECHARGE,576.9,,Debit
2024-09-19,ELECTRICITY BILL,2472.29,,Debit
2024-04-28,FLIPKART,8337.59,,Debit
2025-01-06,UDEMY COURSE,1449.81,,Debit
2025-11-29,ZOMATO,913.45,,Debit
2025-04-10,MEDPLUS,218.39,,Debit
2024-07-24,ELECTRICITY BILL,1034.07,,Debit
2025-08-25,BOOKMYSHOW,214.58,,Debit
2024-10-09,ELECTRICITY BILL,689.56,,Debit
2025-11-01,NETFLIX,395.78,,Debit
2024-04-10,PETROL PUMP,2632.15,,Debit
2024-04-12,BOOKMYSHOW,218.07,,Debit
2025-09-22,DOMINOS PIZZA,451.01,,Debit
2024-12-26,RAPIDO,61.64,,Debit
2025-05-19,AMAZON PRIME,454.94,,Debit
2025-12-28,GAS CYLINDER,1429.4,,Debit
2025-11-04,UDEMY COURSE,644.56,,Debit
2024-12-02,AMAZON PRIME,749.5,,Debit
2025-12-10,AMAZON.COM,2026.35,,Debit
2025-07-01,SALARY CREDIT,66989.72,,Credit
2025-05-02,MEDPLUS,2004.6,,Debit
2024-02-13,DOMINOS PIZZA,352.31,,Debit
2025-12-30,ELECTRICITY BILL,784.39,,Debit
2025-07-10,DOMINOS PIZZA,567.27,,Debit
2025-01-07,DOMINOS PIZZA,739.21,,Debit
2025-05-06,PETROL PUMP,1651.94,,Debit
2024-11-24,BOOKMYSHOW,289.6,,Debit
2025-12-27,AMAZON PRIME,705.58,,Debit
2025-10-27,BONUS CREDIT,1633.27,,Credit
2025-05-02,UDEMY COURSE,1098.44,,Debit
2024-05-27,UDEMY COURSE,332.4,,Debit
2024-10-09,SWIGGY,458.63,,Debit
2024-01-12,FLIPKART,6954.57,,Debit
2025-01-02,BONUS CREDIT,1759.18,,Credit
2024-12-06,SPOTIFY,191.54,,Debit
2024-03-07,SWIGGY,759.9,,Debit
2024-03-06,FREELANCE PAYMENT,7174.37,,Credit
2024-11-06,DMART,416.86,,Debit
2024-12-15,RENT,9617.55,,Debit
2024-01-14,PVR CINEMAS,1949.85,,Debit
2025-04-19,MCDONALDS,572.98,,Debit
2025-12-18,DOMINOS PIZZA,261.27,,Debit
2025-09-30,BOOKMYSHOW,1071.13,,Debit
2024-12-07,FREELANCE PAYMENT,9375.45,,Credit
2024-08-17,FLIPKART,760.65,,Debit
2025-12-22,GYM MEMBERSHIP,1538.42,,Debit
2024-06-04,RENT,18573.43,,Debit
2025-04-26,NETFLIX,909.39,,Debit
2024-01-31,FLIPKART,3651.53,,Debit
2024-02-09,YOUTUBE PREMIUM,373.61,,Debit
2025-01-06,RAPIDO,263.86,,Debit
2024-11-29,UDEMY COURSE,1847.09,,Debit
2024-12-06,YOUTUBE PREMIUM,353.15,,Debit
2025-05-02,MCDONALDS,658.54,,Debit
2024-12-14,UBER,674.23,,Debit
2025-09-16,NETFLIX,801.26,,Debit
2024-01-02,RAPIDO,204.89,,Debit
2025-02-09,SPOTIFY,206.76,,Debit
2024-03-21,WATER BILL,780.79,,Debit
2024-05-07,SALARY CREDIT,54645.63,,Credit
2025-08-26,DOMINOS PIZZA,508.41,,Debit
2025-03-08,INTERNET BILL,791.2,,Debit
2024-08-24,ELECTRICITY BILL,1530.54,,Debit
2024-10-11,WATER BILL,933.19,,Debit
2024-08-20,SPOTIFY,276.94,,Debit
2025-06-25,FLIPKART,3340.49,,Debit
2025-03-29,PVR CINEMAS,654.62,,Debit
2024-12-12,MYNTRA,1248.15,,Debit
2024-04-17,APOLLO PHARMACY,2389.49,,Debit
2024-12-11,APOLLO PHARMACY,2616.21,,Debit
2025-03-14,YOUTUBE PREMIUM,210.93,,Debit
2024-05-16,UBER,108.62,,Debit
2024-01-09,SALARY CREDIT,60708.41,,Credit
2024-12-29,YOUTUBE PREMIUM,221.35,,Debit
2025-06-07,BOOKMYSHOW,545.0,,Debit
2025-01-21,FLIPKART,6216.75,,Debit
2025-04-14,AMAZON PRIME,856.1,,Debit
2025-01-29,BONUS CREDIT,1406.76,,Credit
2024-11-28,MEDPLUS,620.68,,Debit
2024-10-12,INTERNET BILL,732.32,,Debit
2025-08-30,RAPIDO,149.5,,Debit
2025-01-25,AMAZON PRIME,1124.69,,Debit
2025-11-09,OLA CABS,1142.25,,Debit
2025-03-29,CASHBACK CREDIT,1441.73,,Credit
2025-10-08,PVR CINEMAS,1180.96,,Debit
2025-05-14,BONUS CREDIT,473.0,,Credit
2025-06-16,ELECTRICITY BILL,2118.56,,Debit
2025-01-17,RAPIDO,219.52,,Debit
2024-11-24,CASHBACK CREDIT,1785.61,,Credit
2025-04-24,MOBILE RECHARGE,749.24,,Debit
2025-11-26,PVR CINEMAS,1578.46,,Debit
2025-04-22,MCDONALDS,560.78,,Debit
2024-07-19,RAPIDO,312.73,,Debit
2024-06-15,RENT,16676.0,,Debit
2024-08-17,BONUS CREDIT,1125.25,,Credit
2025-12-05,AMAZON PRIME,1383.62,,Debit
2025-08-27,UDEMY COURSE,943.83,,Debit
2024-10-15,DMART,4848.38,,Debit
2024-07-09,FLIPKART,3078.95,,Debit
2024-11-13,OLA CABS,973.75,,Debit
2024-01-25,ZOMATO,1140.28,,Debit
2024-01-27,ELECTRICITY BILL,1406.33,,Debit
2024-02-22,FREELANCE PAYMENT,16295.0,,Credit
2025-11-15,MYNTRA,1953.01,,Debit
2024-12-04,LOCAL RESTAURANT,925.86,,Debit
2025-10-12,DOMINOS PIZZA,483.78,,Debit
2024-05-14,CASHBACK CREDIT,1960.06,,Credit
2024-10-15,RAPIDO,253.8,,Debit
2025-03-29,DOMINOS PIZZA,727.91,,Debit
2024-02-02,INTEREST CREDIT,1993.39,,Credit
2025-01-05,STARBUCKS,618.31,,Debit
2025-04-02,AMAZON.COM,7845.51,,Debit
2025-06-08,MOBILE RECHARGE,255.06,,Debit
2025-08-08,SALARY CREDIT,61702.64,,Credit
2024-08-16,PVR CINEMAS,726.46,,Debit
2024-08-07,INTEREST CREDIT,689.56,,Credit
2025-04-25,NETFLIX,591.52,,Debit
2025-10-20,MOBILE RECHARGE,387.73,,Debit
2024-05-12,INTERNET BILL,898.06,,Debit
2024-11-18,WATER BILL,420.53,,Debit
2024-02-13,SWIGGY,489.82,,Debit
2024-04-03,AMAZON.COM,2710.73,,Debit
2024-12-23,OLA CABS,806.78,,Debit
2025-04-22,WATER BILL,272.31,,Debit
2024-04-14,NETFLIX,519.83,,Debit
2025-12-07,STARBUCKS,298.1,,Debit
2025-05-04,UBER,1349.81,,Debit
2025-04-04,AMAZON.COM,8189.83,,Debit
2025-06-12,PVR CINEMAS,302.29,,Debit
2025-01-06,UBER,403.71,,Debit
2025-01-05,UDEMY COURSE,1905.02,,Debit
2025-06-21,WATER BILL,897.6,,Debit
2025-03-23,MCDONALDS,247.13,,Debit
2024-11-17,ZOMATO,1114.94,,Debit
2024-11-22,UBER,1451.26,,Debit
2024-08-19,SPOTIFY,184.19,,Debit
2025-01-27,OLA CABS,906.95,,Debit
